CUST_ID,TARGET,AGE,GENDER,BALANCE,OCCUPATION,AGE_BKT,SCR,HOLDING_PERIOD,ACC_TYPE,ACC_OP_DATE,LEN_OF_RLTN_IN_MNTH,NO_OF_L_CR_TXNS,NO_OF_L_DR_TXNS,TOT_NO_OF_L_TXNS,NO_OF_BR_CSH_WDL_DR_TXNS,NO_OF_ATM_DR_TXNS,NO_OF_NET_DR_TXNS,NO_OF_MOB_DR_TXNS,NO_OF_CHQ_DR_TXNS,FLG_HAS_CC,AMT_ATM_DR,AMT_BR_CSH_WDL_DR,AMT_CHQ_DR,AMT_NET_DR,AMT_MOB_DR,AMT_L_DR,FLG_HAS_ANY_CHGS,AMT_OTH_BK_ATM_USG_CHGS,AMT_MIN_BAL_NMC_CHGS,NO_OF_IW_CHQ_BNC_TXNS,NO_OF_OW_CHQ_BNC_TXNS,AVG_AMT_PER_ATM_TXN,AVG_AMT_PER_CSH_WDL_TXN,AVG_AMT_PER_CHQ_TXN,AVG_AMT_PER_NET_TXN,AVG_AMT_PER_MOB_TXN,FLG_HAS_NOMINEE,FLG_HAS_OLD_LOAN,random,split
C17366,0,27,M,301.58,SAL,26-30,700,1,SA,03-06-2013,51,5,5,10,1,1,1,0,2,0,17500,52880,68640,109781.0,0,248801.0,1,0,170,0,0,17500.0,52880.0,34320.0,109781.0,0.0,1,1,0.127019388,0.6975058783656574
C18618,0,53,M,227918.26,SENP,>50,279,3,SA,03-05-2001,195,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0.127071627,-1.7560476848297077
C608,0,37,F,52423.15,PROF,36-40,201,18,SA,3/15/2014,39,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0.127091635,-0.3698312894540753
C12731,1,21,M,902543.72,SENP,<25,851,12,SA,02-05-2000,208,8,6,14,0,1,1,0,4,0,5600,0,56250,270540.0,0,332390.0,0,0,0,0,0,5600.0,0.0,14062.5,270540.0,0.0,1,1,0.12712861,1.6508798031982281
C19430,0,30,O,685822.16,PROF,26-30,413,1,CA,9/29/2007,116,49,20,69,10,2,6,1,1,0,49400,708260,44300,672807.0,89899,1564666.0,0,0,0,0,0,24700.0,70826.0,44300.0,112134.5,89899.0,1,0,0.127150072,1.3183202712898194
C8823,0,31,F,300515.06,SENP,31-35,575,22,SA,1/13/2004,161,6,4,10,1,3,0,0,0,0,43400,862220,0,0.0,0,905620.0,0,0,0,0,0,14466.67,862220.0,0.0,0.0,0.0,1,1,0.12724138599999998,-0.3935875874518912
C2075,0,21,F,109325.92,SELF-EMP,<25,328,14,SA,04-02-2012,62,15,8,23,1,1,1,0,5,0,15700,246250,16300,524101.0,0,802351.0,0,0,0,0,0,15700.0,246250.0,3260.0,524101.0,0.0,1,0,0.127338341,-1.5051172612648158
C17492,0,23,F,2111404.66,SENP,<25,276,7,CA,05-05-2007,121,30,28,58,1,3,8,2,14,0,35300,756480,3365800,203776.0,187404,4548760.0,0,0,0,0,0,11766.67,756480.0,240414.29,25472.0,93702.0,1,0,0.12735259699999998,0.00492645788685743
C504,0,51,M,36211.03,SENP,>50,908,27,SA,10-03-1999,212,0,1,1,0,1,0,0,0,1,17300,0,0,0.0,0,17300.0,0,0,0,0,0,17300.0,0.0,0.0,0.0,0.0,1,0,0.127426284,-0.27778508187487566
C4480,0,26,M,579695.87,SAL,26-30,124,14,SA,11/28/2008,102,6,6,12,0,1,1,0,4,0,19300,0,42940,482592.0,0,544832.0,0,0,0,0,0,19300.0,0.0,10735.0,482592.0,0.0,1,1,0.127427416,0.9253095823078814
C11333,0,53,M,23649.14,PROF,>50,222,19,SA,11/21/2009,90,7,7,14,1,1,1,0,4,0,14200,694890,29810,173474.0,0,912374.0,0,0,0,0,0,14200.0,694890.0,7452.5,173474.0,0.0,1,1,0.12757611300000002,-2.2653760547608117
C7655,0,31,M,122923.47,SAL,31-35,747,28,SA,5/21/2007,120,11,1,12,1,0,0,0,0,0,0,303880,0,0.0,0,303880.0,0,0,0,0,0,0.0,303880.0,0.0,0.0,0.0,1,0,0.127639756,0.8687427432275326
C15165,0,55,M,154207.22,SAL,>50,587,5,SA,06-11-2007,120,8,6,14,1,1,0,0,4,0,3100,85230,61780,0.0,0,150110.0,1,0,0,0,1,3100.0,85230.0,15445.0,0.0,0.0,1,1,0.127839195,-0.853953959056506
C1443,0,51,M,3627435.39,SENP,>50,225,18,SA,2/13/2003,172,10,5,15,0,1,0,0,4,0,8700,0,85250,0.0,0,93950.0,1,0,0,0,0,8700.0,0.0,21312.5,0.0,0.0,1,1,0.127991076,1.2148910721556696
C11997,0,34,M,196781.02,SENP,31-35,103,31,SA,7/30/2009,94,2,4,6,2,1,1,0,0,0,9900,527820,0,643500.0,0,1181220.0,0,0,0,0,0,9900.0,263910.0,0.0,643500.0,0.0,1,0,0.127992621,1.048424023654565
C6455,0,28,M,32433.61,PROF,26-30,152,12,SA,05-11-2009,97,7,5,12,2,1,1,0,1,0,300,291140,0,796762.0,0,1088202.0,0,0,0,0,0,300.0,145570.0,0.0,796762.0,0.0,1,1,0.128046381,-0.12072233829477429
C8217,0,30,M,264270.41,SELF-EMP,26-30,907,10,CA,10-10-2009,92,7,7,14,4,1,1,0,1,0,1800,145800,0,58440.0,0,206040.0,0,0,0,0,0,1800.0,36450.0,0.0,58440.0,0.0,1,1,0.128080418,-0.20125861393391867
C18017,0,45,M,65472.12,SAL,41-45,164,1,SA,07-10-2000,203,18,14,32,4,2,3,1,4,0,28200,799490,67290,448449.0,80512,1423941.0,0,0,0,0,0,14100.0,199872.5,16822.5,149483.0,80512.0,1,0,0.128459355,0.14267648739065003
C7665,0,30,M,29233.87,SAL,26-30,333,19,SA,7/26/2010,82,11,6,17,2,1,1,0,2,0,16800,252370,95860,342115.0,0,707145.0,0,0,0,1,0,16800.0,126185.0,47930.0,342115.0,0.0,1,1,0.128545951,1.3703411103393632
C10085,0,53,M,106128.6,SAL,>50,158,20,SA,01-06-2001,197,19,15,34,1,2,4,1,7,0,28200,607880,858200,629509.0,95617,2219406.0,0,0,0,0,0,14100.0,607880.0,122600.0,157377.25,95617.0,1,1,0.128584862,-1.969124188943555
C13026,1,42,M,10048.83,SELF-EMP,41-45,279,22,SA,10/31/2001,187,12,2,14,1,1,0,0,0,1,17300,717790,0,0.0,0,735090.0,0,0,0,0,0,17300.0,717790.0,0.0,0.0,0.0,1,0,0.128803217,1.0255494350448986
C3440,0,26,F,533507.22,PROF,26-30,614,19,SA,04-12-2000,206,12,6,18,2,1,1,0,2,0,8600,371650,17050,145582.0,0,542882.0,1,0,0,0,0,8600.0,185825.0,8525.0,145582.0,0.0,1,1,0.128871608,-0.4385766994155004
C5489,0,27,F,643665.79,SENP,26-30,534,13,SA,9/29/2005,140,6,5,11,1,1,1,0,2,0,6900,343600,24550,314598.0,0,689648.0,0,0,0,0,0,6900.0,343600.0,12275.0,314598.0,0.0,1,1,0.12915391699999998,-0.11201050148174338
C338,0,44,F,180532.69,SAL,41-45,737,13,CA,2/19/2005,147,7,7,14,3,1,1,0,2,0,1200,358180,63700,147592.0,0,570672.0,0,0,0,0,0,1200.0,119393.33,31850.0,147592.0,0.0,0,1,0.129242998,-0.28441750839402735
C19281,0,54,M,942053.35,PROF,>50,361,3,CA,08-01-2010,82,22,29,51,5,3,9,2,10,1,64300,977960,3445140,382985.0,148169,5018554.0,0,0,0,0,0,21433.33,195592.0,344514.0,42553.89,74084.5,1,0,0.129334281,0.4829421325999182
C15357,0,27,M,1645937.36,PROF,26-30,920,9,SA,8/13/2012,58,11,6,17,3,1,1,0,1,0,17500,991280,0,353719.0,0,1362499.0,0,0,0,0,0,17500.0,330426.67,0.0,353719.0,0.0,0,1,0.12933972900000001,-0.12863552121925453
C5171,0,28,M,293605.49,SELF-EMP,26-30,648,22,SA,1/16/2013,53,5,2,7,2,0,0,0,0,1,0,639590,0,0.0,0,639590.0,0,0,0,0,0,0.0,319795.0,0.0,0.0,0.0,1,0,0.129356344,0.822836210338423
C3949,0,29,F,70121.25,SENP,26-30,105,11,CA,10/17/2010,80,21,27,48,9,3,8,2,5,1,67900,775800,226090,840588.0,39018,1949396.0,0,0,0,0,0,22633.33,86200.0,45218.0,105073.5,19509.0,1,0,0.129457188,0.9307035243859109
C6698,0,41,M,166649.32,SAL,41-45,897,14,SA,05-10-1999,217,5,6,11,2,1,1,0,2,0,8600,218030,44950,61230.0,0,332810.0,0,0,0,1,0,8600.0,109015.0,22475.0,61230.0,0.0,1,1,0.129532693,-0.5485461483509173
C3491,0,36,M,1389813.66,SELF-EMP,36-40,295,23,CA,12/31/2006,125,7,2,9,1,0,0,1,0,1,0,766090,0,0.0,152187,918277.0,0,0,0,0,0,0.0,766090.0,0.0,0.0,152187.0,1,0,0.12963755,-0.2617853113910535
C14632,0,30,M,536288.15,SENP,26-30,676,9,SA,11/29/2007,114,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.1297098,-0.5862531878653898
C3393,0,49,M,1564034.43,SENP,46-50,234,26,SA,03-05-2012,63,10,3,13,1,1,0,1,0,1,19500,503050,0,0.0,184608,707158.0,0,0,0,0,0,19500.0,503050.0,0.0,0.0,184608.0,1,0,0.12972077099999998,-0.4806431539362643
C4396,0,47,M,78960.28,SENP,46-50,782,10,SA,05-05-2005,145,2,2,4,1,0,0,0,1,1,0,132760,0,0.0,0,132760.0,0,0,0,0,0,0.0,132760.0,0.0,0.0,0.0,1,0,0.129727091,1.0564829209914197
C16195,0,48,M,5516.47,SENP,46-50,182,9,SA,07-05-2013,47,10,5,15,1,1,1,0,2,0,10300,221790,92300,987144.0,0,1311534.0,0,0,0,0,0,10300.0,221790.0,46150.0,987144.0,0.0,1,1,0.129778767,-0.7587158308489935
C9924,0,47,M,58404.13,SAL,46-50,802,13,SA,7/30/2000,202,5,6,11,0,1,1,0,4,0,3900,0,12550,513132.0,0,529582.0,0,0,0,0,0,3900.0,0.0,3137.5,513132.0,0.0,1,0,0.129834432,-1.1595785056935137
C8496,0,39,F,81839.78,SENP,36-40,768,24,SA,11-12-1999,211,6,2,8,1,0,1,0,0,1,0,631650,0,731916.0,0,1363566.0,0,0,0,0,0,0.0,631650.0,0.0,731916.0,0.0,1,0,0.129838194,-0.682643322654109
C19117,0,43,M,215392.82,PROF,41-45,282,2,SA,04-01-2002,182,18,14,32,5,2,4,1,2,0,21200,333670,79610,823940.0,53907,1312327.0,0,0,0,0,0,10600.0,66734.0,39805.0,205985.0,53907.0,0,0,0.129851061,0.3335156073614839
C11244,0,42,M,434845.2,SENP,41-45,478,10,SA,9/25/2011,68,10,5,15,0,1,0,0,4,0,6000,0,99760,0.0,0,105760.0,0,0,0,0,0,6000.0,0.0,24940.0,0.0,0.0,1,1,0.129876403,0.49764107029763976
C6632,0,51,M,58411.51,SAL,>50,804,16,SA,8/19/2009,93,16,15,31,1,2,4,1,7,0,17500,450810,871810,915654.0,21498,2277272.0,0,0,0,0,0,8750.0,450810.0,124544.29,228913.5,21498.0,1,1,0.129923936,-1.0978936842197882
C9768,0,49,M,325002.9,SAL,46-50,947,30,CA,9/16/2010,81,23,2,25,1,1,0,0,0,0,8600,373860,0,0.0,0,382460.0,0,0,0,0,0,8600.0,373860.0,0.0,0.0,0.0,1,0,0.12999635199999998,-2.7239754096996536
C17721,0,39,F,50242.84,SENP,36-40,793,6,SA,03-02-2003,171,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.130006241,-0.31926676154435707
C7393,0,22,F,623993.62,PROF,<25,367,15,SA,08-01-2010,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.130029552,0.024416791154951052
C1717,0,24,F,135036.52,SELF-EMP,<25,587,12,SA,03-09-2008,111,5,4,9,1,0,0,0,3,0,0,413540,17340,0.0,0,430880.0,0,0,0,0,0,0.0,413540.0,5780.0,0.0,0.0,1,1,0.130099727,-0.6902966818189232
C6456,0,24,F,192860.2,SELF-EMP,<25,989,16,SA,9/18/2006,128,8,6,14,0,1,1,0,4,0,7700,0,54330,915479.0,0,977509.0,0,0,0,0,0,7700.0,0.0,13582.5,915479.0,0.0,1,0,0.130110455,-0.3800529357311426
C15005,0,32,M,41139.58,SAL,31-35,425,7,CA,01-03-2013,53,53,21,74,3,2,6,1,9,0,48900,696450,2051950,114680.0,53441,2965421.0,0,0,0,0,0,24450.0,232150.0,227994.44,19113.33,53441.0,1,1,0.130250976,-1.1074512318377843
C12676,1,50,F,30099.32,SENP,46-50,304,13,CA,5/28/2010,84,19,25,44,9,3,7,2,4,0,72300,887930,62270,919285.0,119571,2061356.0,0,0,0,0,0,24100.0,98658.89,15567.5,131326.43,59785.5,1,1,0.13028141199999999,-1.3640963739347296
C13069,1,41,M,92345.41,PROF,41-45,309,13,SA,04-03-2008,110,15,8,23,4,1,1,0,2,0,1500,811320,35920,694736.0,0,1543476.0,0,0,0,0,0,1500.0,202830.0,17960.0,694736.0,0.0,1,0,0.13028915900000002,-1.0650790815900122
C16693,0,34,M,21726.19,SAL,31-35,691,8,SA,05-09-2011,73,4,3,7,1,0,0,0,2,0,0,329320,31850,0.0,0,361170.0,1,0,0,1,0,0.0,329320.0,15925.0,0.0,0.0,0,1,0.130349041,-0.47310557880168214
C13163,1,34,F,27624.98,PROF,31-35,590,26,SA,7/26/2013,46,9,2,11,0,1,1,0,0,1,7500,0,0,586743.0,0,594243.0,0,0,0,0,0,7500.0,0.0,0.0,586743.0,0.0,1,1,0.13039762900000001,-0.03122070463671506
C15868,0,40,M,134043.35,SAL,36-40,487,6,SA,4/16/2000,206,6,6,12,2,1,1,0,2,0,15000,444640,93170,778084.0,0,1330894.0,1,0,0,0,1,15000.0,222320.0,46585.0,778084.0,0.0,1,1,0.130400135,1.0698205073425011
C8174,0,54,F,113506.05,SELF-EMP,>50,764,23,SA,08-09-2002,178,14,1,15,1,0,0,0,0,0,0,364220,0,0.0,0,364220.0,0,0,0,0,0,0.0,364220.0,0.0,0.0,0.0,1,1,0.130425757,-0.7933909430117332
C18605,0,50,M,1341413.77,SENP,46-50,896,2,SA,3/18/2010,86,5,4,9,2,0,0,0,2,0,0,421590,55740,0.0,0,477330.0,0,0,0,0,0,0.0,210795.0,27870.0,0.0,0.0,1,1,0.130441613,-1.025238445415027
C10423,0,43,M,1002501.54,SAL,41-45,626,18,SA,8/17/2013,46,5,6,11,3,1,1,0,1,1,16400,383110,0,596728.0,0,996238.0,0,0,0,0,0,16400.0,127703.33,0.0,596728.0,0.0,1,0,0.13058877800000002,-0.032913557431384445
C746,0,47,M,323789.52,PROF,46-50,119,27,SA,4/27/1999,217,18,4,22,0,1,2,1,0,0,3100,0,0,768409.0,23861,795370.0,0,0,0,0,0,3100.0,0.0,0.0,384204.5,23861.0,1,1,0.130618912,0.03993319133692453
C5683,0,36,F,679412.51,SENP,36-40,449,11,SA,6/19/2012,59,12,6,18,1,1,0,0,4,1,11700,40800,71880,0.0,0,124380.0,0,0,0,0,0,11700.0,40800.0,17970.0,0.0,0.0,1,1,0.130755384,0.040064789945946915
C15581,0,37,M,20139.71,PROF,36-40,119,2,SA,9/13/2009,93,10,6,16,3,1,1,0,1,0,6700,768610,0,112968.0,0,888278.0,0,0,0,0,0,6700.0,256203.33,0.0,112968.0,0.0,1,1,0.130862898,-1.451667799073134
C19650,0,54,F,34765.88,SELF-EMP,>50,589,4,SA,12/14/2004,150,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.13105424300000001,1.5602298031181667
C10566,0,42,M,85881.93,SELF-EMP,41-45,180,22,SA,1/23/1999,220,2,3,5,3,0,0,0,0,0,0,142390,0,0.0,0,142390.0,0,0,0,0,0,0.0,47463.33,0.0,0.0,0.0,1,0,0.13107408199999998,-0.45213924948432427
C4392,0,40,F,532610.76,SENP,36-40,889,12,SA,4/25/2009,97,12,6,18,3,1,1,0,1,0,9100,188140,0,351473.0,0,548713.0,0,0,0,0,0,9100.0,62713.33,0.0,351473.0,0.0,1,0,0.131202596,-0.9193771127824494
C18751,0,29,M,92755.07,SAL,26-30,727,9,SA,08-12-2011,70,5,5,10,1,1,1,0,2,1,18200,316460,30950,665216.0,0,1030826.0,0,0,0,0,0,18200.0,316460.0,15475.0,665216.0,0.0,1,1,0.131229745,0.6553165238692886
C14679,0,47,M,1020690.74,SENP,46-50,621,4,SA,01-07-2001,197,10,6,16,1,1,0,0,4,0,1200,216810,26640,0.0,0,244650.0,0,0,0,0,0,1200.0,216810.0,6660.0,0.0,0.0,1,1,0.13127456,-1.4316466185317542
C11419,0,51,M,6086531.28,SELF-EMP,>50,279,14,SA,4/15/2012,62,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0.131287784,-0.8476339106102908
C7738,0,52,M,707542.48,SAL,>50,717,22,SA,07-07-2006,131,11,1,12,0,0,1,0,0,0,0,0,0,915919.0,0,915919.0,0,0,0,0,0,0.0,0.0,0.0,915919.0,0.0,1,1,0.131324871,0.9841464387262198
C16200,0,33,M,1036687.84,SAL,31-35,232,7,SA,9/22/2008,104,2,1,3,0,0,0,0,1,0,0,0,90370,0.0,0,90370.0,0,0,0,0,0,0.0,0.0,90370.0,0.0,0.0,1,0,0.131397144,-0.6277866852595451
C15653,0,44,M,24012.87,SAL,41-45,344,6,SA,5/16/2002,181,14,8,22,1,1,1,0,5,0,7300,550980,277290,167552.0,0,1003122.0,0,0,0,0,0,7300.0,550980.0,55458.0,167552.0,0.0,1,1,0.131439135,0.5745465284893447
C5167,0,48,F,295393.16,PROF,46-50,242,17,CA,02-05-2002,184,13,16,29,4,2,0,1,9,0,38200,585920,181820,0.0,164571,970511.0,0,0,0,0,0,19100.0,146480.0,20202.22,0.0,164571.0,1,0,0.13155909699999999,1.1459039634775883
C6324,0,32,M,6188.46,PROF,31-35,138,19,CA,11/28/2003,162,26,1,27,0,1,0,0,0,1,13700,0,0,0.0,0,13700.0,0,0,0,0,0,13700.0,0.0,0.0,0.0,0.0,1,0,0.131596404,-2.065859053846681
C10772,0,31,F,1422738.82,PROF,31-35,916,25,SA,04-03-2004,158,0,4,4,2,0,0,2,0,0,0,102170,0,0.0,43089,145259.0,0,0,0,0,0,0.0,51085.0,0.0,0.0,21544.5,1,1,0.13188955300000002,-1.1657747617394372
C4057,0,38,F,18846.19,SAL,36-40,685,25,SA,5/19/2012,60,10,1,11,1,0,0,0,0,0,0,783320,0,0.0,0,783320.0,0,0,0,0,0,0.0,783320.0,0.0,0.0,0.0,1,0,0.131951437,-1.4765494913537773
C14941,0,32,M,128935.19,SAL,31-35,805,1,SA,9/16/2010,81,5,4,9,2,0,0,0,2,1,0,954570,69080,0.0,0,1023650.0,0,0,0,0,0,0.0,477285.0,34540.0,0.0,0.0,1,0,0.132078027,-0.7351225966431797
C19170,0,39,M,48708.75,SAL,36-40,195,8,SA,11/28/2014,30,15,8,23,1,1,1,0,5,1,16200,710400,707310,682325.0,0,2116235.0,0,0,0,0,0,16200.0,710400.0,141462.0,682325.0,0.0,1,0,0.13213971800000002,-2.1642706360514827
C3424,0,50,F,4394.84,SENP,46-50,950,21,CA,7/24/2006,130,1,2,3,2,0,0,0,0,1,0,126300,0,0.0,0,126300.0,0,0,0,0,0,0.0,63150.0,0.0,0.0,0.0,1,1,0.132143991,-0.6580221481320394
C7414,0,43,F,2006848.36,SAL,41-45,256,22,SA,10/25/2008,103,2,2,4,0,2,0,0,0,0,22000,0,0,0.0,0,22000.0,0,0,0,0,0,11000.0,0.0,0.0,0.0,0.0,1,1,0.13225752400000002,-0.8791692237972236
C17813,0,34,M,60942.19,PROF,31-35,315,6,SA,6/18/2006,131,14,7,21,2,1,0,0,4,1,7300,759440,92160,0.0,0,858900.0,0,0,0,0,0,7300.0,379720.0,23040.0,0.0,0.0,1,0,0.132308269,-1.176997662859379
C6496,0,24,F,3396094.44,SENP,<25,137,29,SA,11/27/1999,210,8,1,9,0,1,0,0,0,1,9700,0,0,0.0,0,9700.0,0,0,0,0,0,9700.0,0.0,0.0,0.0,0.0,0,0,0.13235196,-0.0904635454107343
C7805,0,33,M,120687.42,SENP,31-35,368,25,SA,8/19/2009,93,7,1,8,1,0,0,0,0,0,0,393810,0,0.0,0,393810.0,0,0,0,0,0,0.0,393810.0,0.0,0.0,0.0,1,0,0.132372704,-0.7134212082919986
C9873,0,23,M,238027.84,SELF-EMP,<25,270,26,SA,3/13/2004,159,10,4,14,1,1,1,1,0,0,11500,635930,0,532684.0,119046,1299160.0,0,0,0,0,0,11500.0,635930.0,0.0,532684.0,119046.0,1,1,0.132416752,0.9872780479476551
C12549,1,52,M,444808.76,PROF,>50,226,11,SA,11/20/1999,210,7,7,14,1,1,1,0,4,1,15300,555580,79010,203264.0,0,853154.0,1,0,0,0,1,15300.0,555580.0,19752.5,203264.0,0.0,1,1,0.132495849,0.4381948523602541
C18812,0,28,M,168456.34,SENP,26-30,573,7,SA,01-05-2002,185,11,10,21,1,1,0,1,7,0,17000,242090,816070,0.0,185726,1260886.0,0,0,0,0,0,17000.0,242090.0,116581.43,0.0,185726.0,1,0,0.132513141,-0.6259361145104211
C12882,1,28,F,3543653.68,SENP,26-30,775,25,CA,02-09-2004,160,34,2,36,0,0,1,1,0,0,0,0,0,237591.0,55029,292620.0,0,0,0,0,0,0.0,0.0,0.0,237591.0,55029.0,1,0,0.132642076,-0.06583931127039883
C19397,0,28,M,93209.2,PROF,26-30,214,9,CA,11-12-2008,103,58,23,81,8,3,7,1,4,0,72300,600720,449290,415987.0,164050,1702347.0,0,0,0,0,0,24100.0,75090.0,112322.5,59426.71,164050.0,1,1,0.132687594,0.41440820350077723
C8636,0,41,M,45846.25,SELF-EMP,41-45,155,21,CA,09-03-2011,69,34,4,38,3,1,0,0,0,0,9300,46810,0,0.0,0,56110.0,0,0,0,0,0,9300.0,15603.33,0.0,0.0,0.0,1,1,0.132689532,0.3091058586093618
C12717,1,46,M,102892.62,PROF,46-50,372,16,SA,01-09-2000,209,5,6,11,1,1,0,0,4,1,11600,577350,37450,0.0,0,626400.0,0,0,0,0,0,11600.0,577350.0,9362.5,0.0,0.0,1,0,0.13269388699999998,0.8103963600905603
C17404,0,42,M,63006.38,SENP,41-45,845,9,SA,10-06-2007,116,9,5,14,0,1,0,0,4,0,14800,0,53270,0.0,0,68070.0,0,0,0,0,0,14800.0,0.0,13317.5,0.0,0.0,1,1,0.13271822,-0.3320511185462139
C13827,1,46,F,104160.15,SENP,46-50,297,4,CA,04-09-2012,62,35,21,56,0,2,6,1,12,0,14000,0,2175660,343853.0,45001,2578514.0,0,0,0,0,0,7000.0,0.0,181305.0,57308.83,45001.0,1,1,0.13272035,-1.3000717867578684
C19391,0,22,F,118094.33,PROF,<25,887,8,SA,5/27/2001,192,12,6,18,1,1,0,0,4,0,8900,992910,54980,0.0,0,1056790.0,0,0,0,0,0,8900.0,992910.0,13745.0,0.0,0.0,1,0,0.132750602,-0.9151069261280951
C9915,0,22,F,398610.35,SELF-EMP,<25,422,27,SA,1/22/2005,148,2,1,3,1,0,0,0,0,0,0,789000,0,0.0,0,789000.0,0,0,0,0,0,0.0,789000.0,0.0,0.0,0.0,1,0,0.132752962,0.595355582305031
C13200,1,35,F,1237794.16,SENP,31-35,169,29,SA,8/29/2005,141,14,4,17,3,1,0,0,0,1,0,155350,0,0.0,0,155350.0,0,0,0,0,0,0.0,51783.33,0.0,0.0,0.0,1,0,0.13283516199999998,1.1791953781213462
C14371,0,27,M,2805416.16,SENP,26-30,550,2,SA,4/19/2000,205,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0.132858423,-0.42855992611216176
C2650,0,44,F,68470.34,PROF,41-45,740,18,SA,3/24/2005,146,11,10,21,5,1,0,1,3,1,9900,130820,0,0.0,91725,232445.0,0,0,0,0,0,9900.0,26164.0,0.0,0.0,91725.0,1,1,0.132966908,-0.4485691004485795
C7370,0,39,M,45463.76,SAL,36-40,657,11,SA,2/20/2000,207,6,5,11,0,1,0,0,4,0,10700,0,10470,0.0,0,21170.0,0,0,0,0,0,10700.0,0.0,2617.5,0.0,0.0,1,1,0.13305519,0.29005299055136197
C18613,0,40,F,299716.16,SENP,36-40,530,3,CA,1/14/2007,125,19,25,44,10,3,8,2,2,0,33000,899200,83980,733182.0,178354,1927716.0,0,0,0,0,0,11000.0,89920.0,41990.0,91647.75,89177.0,1,0,0.13311468199999998,-0.6401547135639686
C3698,0,25,M,895645.1,SENP,<25,173,15,SA,04-03-2014,38,10,5,15,0,1,0,0,4,0,4300,0,14490,0.0,0,18790.0,0,0,0,0,0,4300.0,0.0,3622.5,0.0,0.0,1,1,0.133264666,-0.9947822961952868
C6576,0,38,F,1144152.33,SENP,36-40,288,30,CA,01-03-2011,77,0,3,3,0,3,0,0,0,0,19500,0,0,0.0,0,19500.0,0,0,0,0,0,6500.0,0.0,0.0,0.0,0.0,1,0,0.133293125,0.6753482563944626
C18464,0,54,M,2582.13,SAL,>50,423,8,CA,05-06-1999,217,38,15,53,3,2,4,1,5,1,9800,965530,808110,851192.0,197705,2832337.0,0,0,0,0,0,4900.0,321843.33,161622.0,212798.0,197705.0,1,1,0.13350145300000002,-1.3524614746535601
C18815,0,45,M,17454.35,SAL,41-45,516,1,SA,3/31/2000,206,5,6,11,2,1,1,0,2,0,6600,31120,89620,637612.0,0,764952.0,0,0,0,0,0,6600.0,15560.0,44810.0,637612.0,0.0,1,1,0.133544907,-0.3924621861314477
C6073,0,47,M,187673.06,SAL,46-50,856,25,SA,12/25/2000,197,11,2,13,0,0,2,0,0,0,0,0,0,773535.0,0,773535.0,0,0,0,0,0,0.0,0.0,0.0,386767.5,0.0,1,0,0.13357976900000001,-0.3540303380209763
C12595,1,37,F,76897.09,PROF,36-40,198,27,SA,2/26/2007,123,10,2,12,1,1,0,0,0,1,8800,427240,0,0.0,0,436040.0,0,0,0,0,0,8800.0,427240.0,0.0,0.0,0.0,0,1,0.13364151400000002,0.3236814827461206
C8850,0,23,F,321857.71,PROF,<25,530,15,SA,07-05-2003,167,2,2,4,1,0,0,0,1,0,0,411200,0,0.0,0,411200.0,0,0,0,0,1,0.0,411200.0,0.0,0.0,0.0,1,0,0.13367441800000002,0.3681646327982705
C9544,0,28,F,838830.24,SAL,26-30,109,19,SA,05-02-1999,217,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0.133720857,1.2621062439428794
C9602,0,36,O,241914.31,PROF,36-40,160,28,CA,6/29/2009,95,46,4,50,4,0,0,0,0,0,0,707280,0,0.0,0,707280.0,0,0,0,0,0,0.0,176820.0,0.0,0.0,0.0,0,1,0.13378642300000002,1.9066283014997016
C6474,0,36,F,101963.5,SELF-EMP,36-40,550,22,SA,5/18/2008,108,0,4,4,2,0,1,1,0,0,0,646680,0,528949.0,72647,1248276.0,0,0,0,0,0,0.0,323340.0,0.0,528949.0,72647.0,1,0,0.133801366,0.8492895873012994
C4678,0,47,O,63022.38,SAL,46-50,333,19,CA,07-12-2003,167,7,7,14,3,1,1,0,2,0,17500,725170,54080,244371.0,0,1041121.0,1,0,0,0,0,17500.0,241723.33,27040.0,244371.0,0.0,1,1,0.133849561,-0.44597861902954355
